geneid,1,2,3,1-3ave,4,5,6,4-6ave,8,9,8-9ave,10,11,12,10-12ave,13,log2(4-6ave/1-3ave),log2(10-12ave/8-9ave)
CD44,318.7313504,303.1248318,320.4378496,314.0980106,351.3388204,297.2598822,323.8701348,324.1562791,321.5492144,316.4799174,319.0145659,382.5855611,386.1601779,406.6787152,391.8081514,445.1833817,0.045474714,0.296525114
CD48,0.058796919,0.096723585,0.088154004,0.081224836,0,0.035501433,0.039733967,0.025078467,0.039330787,0,0.019665394,0,0,0,0,0.063431926,-1.695432015,-14.26344481
CD52,0,0,0,0,0,0,0.139132629,0.046377543,0,0,0,0,0,0,0,0,15.50116987,0
CD55,21.53744676,20.90427842,23.05803169,21.83325229,40.90560262,38.57995086,37.82886178,39.10480509,3.073193759,2.900618525,2.986906142,10.76543654,10.40458165,11.57117105,10.91372975,34.97592192,0.840818813,1.869420064
CD58,16.51860361,19.89196746,21.60979476,19.34012194,20.07269666,21.18637138,21.15861596,20.80589467,33.36583125,30.02637897,31.69610511,45.13921016,46.05343184,49.0768214,46.7564878,20.96562138,0.10539543,0.560860979
CD59,136.895462,134.4897282,142.9009687,138.0953863,101.5289009,102.2048908,111.5012755,105.0783557,37.29551982,37.54528032,37.42040007,40.43111849,38.10229667,40.46723829,39.66688448,124.890384,-0.394199588,0.084110105
CD69,0,0,0,0,0,0,0.045935384,0.015311795,0,0,0,0,0,0,0,0.073331966,13.90244999,0
CD72,0.454816569,0.514383224,0.554047657,0.50774915,1.174431258,0.926832755,0.960491788,1.020585267,0.152119313,0.03694227,0.094530791,0.201435652,0.090319619,0.192283291,0.161346187,1.288009059,1.007207468,0.771296928
CD74,4.655334696,5.420439531,6.843757497,5.639843908,3.519739361,3.029909079,2.369711825,2.973120089,2.022126226,1.13929312,1.580709673,0.267768968,0.288149087,0.572550072,0.376156042,6.652941265,-0.923677268,-2.071166321
CD83,4.28630708,5.603160751,5.336244046,5.075237292,3.449809569,5.176123101,4.862173651,4.496035441,0.614404762,0.348153356,0.481279059,1.084789052,0.851195076,0.569525524,0.835169884,3.715875042,-0.174821833,0.795194767
CD93,0,0,0,0,0,0,0,0,0.134374327,0.111884193,0.12312926,0.05083938,0.045590672,0.135882486,0.077437513,0,0,-0.669062208
CDH13,20.51142632,19.17815049,20.51040378,20.0666602,18.452038,13.84972259,17.05913779,16.45363279,49.53007944,49.7796746,49.65487702,37.2368666,37.23338503,38.2599645,37.57673871,32.15295008,-0.286394354,-0.402095554
CEACAM5,0,0,0,0,0,0.034685674,0,0.011561891,15.94722,16.53635679,16.2417884,15.46900771,17.38559683,22.3435365,18.39938034,0,13.49721456,0.179946672
CEACAM6,0,0,0,0,0,0,0,0,14.21859514,15.61532337,14.91695925,11.84444271,11.6737516,12.15958709,11.8925938,0,0,-0.326890051
CEACAM7,0,0,0,0,0,0,0,0,0.826377111,0.424982539,0.625679825,0.257478715,0.288620452,0.294936002,0.280345056,0,0,-1.158218116
CEACAM8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEMIP,1.288224215,1.205027885,1.344426645,1.279226249,0.332053413,0.30503003,0.54623386,0.394439101,11.25313643,10.29120229,10.77216936,7.763915737,6.761717083,7.483773685,7.336468835,0.872016281,-1.697394438,-0.554151012
CEMIP2,17.08009872,17.12501878,17.72178496,17.30896749,14.2726537,9.78157623,14.71864203,12.92429065,14.42212779,14.02268707,14.22240743,16.93637473,16.04573782,17.7091373,16.89708329,12.85973734,-0.421434539,0.248608528
CERCAM,224.4946133,216.8993272,226.667806,222.6872488,173.9538173,162.1181773,165.3433651,167.1384532,26.60815078,24.52596047,25.56705563,23.07683262,23.94993374,26.28354868,24.43677168,194.6513826,-0.413975259,-0.065232318
CERK,39.84125903,41.65231369,40.65058206,40.71471826,36.05595636,34.20102262,40.91296661,37.05664853,41.01936695,39.61833309,40.31885002,34.35858701,33.9699258,35.83660566,34.72170616,32.2995678,-0.135818008,-0.215616644
CERS1,0,0,0,0,0,0.030970342,0.069325344,0.033431895,0.034310951,0,0.017155475,0.227171968,0.081487405,0.069392084,0.126017152,0,15.02898068,2.87680646
CERS2,146.5727679,154.5519799,154.873298,151.9993486,187.76168,187.1120017,179.6987479,184.8574765,79.77355889,81.74797815,80.76076852,91.35271625,90.35058154,88.5198904,90.07439607,158.2166534,0.282348252,0.157462432
CERS3,0,0,0,0,0,0,0,0,5.77326892,6.315284715,6.044276817,4.819632644,4.173012896,4.391240616,4.461295385,0,0,-0.438106977
CERS4,0,0.039008748,0.035552625,0.024853791,0,0,0,0,9.485570443,9.769014332,9.627292387,8.275809306,9.191996098,9.303308946,8.923704783,0.051164358,-14.60123636,-0.109487308
CERS5,14.77486685,14.99141046,15.4379096,15.0680623,21.5064135,21.854796,20.21979096,21.19366682,11.67678572,11.75060873,11.71369723,11.39463489,12.80112316,13.4671126,12.55429021,16.92426582,0.492139286,0.099983947
CERS6,32.96525061,32.64692829,34.95600281,33.52272724,35.72176925,23.72468472,33.97297525,31.13980974,38.30526472,39.02367978,38.66447225,27.99926347,27.22033252,30.15733858,28.45897819,31.86413167,-0.106379391,-0.442124645
CFC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHGA,0,0,0,0,0,0,0,0,0,0,0,0,0.049294363,0.125932539,0.058408967,0,0,15.83392696
CHI3L1,0,0,0.042343928,0.014114643,0,0,0.038171657,0.012723886,0,0.036703793,0.018351897,0.050033826,0.044868285,0.038208405,0.044370172,0.060937831,-0.149642097,1.273614883
CHI3L2,0.175266567,0.240267843,0.13138826,0.182307557,0.164572668,0.282201379,0.157922923,0.201565657,0,0,0,0,0,0.039518739,0.013172913,0.189082969,0.14487473,13.68539631
CHIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHID1,48.15744746,46.64894136,48.54482212,47.78373698,41.59433927,46.53929413,43.71808066,43.95057135,35.97957299,36.20485718,36.09221509,43.19872377,41.06419827,40.30026429,41.52106211,45.46385809,-0.120637763,0.202155655
CHIT1,0,0,0,0,0,0,0,0,0,0.048545871,0.024272935,0,0,0.01684531,0.005615103,0,0,-2.111766657
CHODL,0,0,0.046656355,0.015552118,0,0.03757895,0,0.012526317,0,0,0,0,0,0.084199318,0.028066439,0.134287829,-0.312126424,14.77660982
CHPF,115.1333428,111.1754557,124.1290648,116.8126211,93.66526978,99.77073457,100.7666196,98.06754133,115.139602,109.7956877,112.4676449,139.0457031,135.2675252,126.0212996,133.4448426,78.0797843,-0.252348544,0.246733526
CHPF2,129.4632929,135.2167428,132.6399111,132.4399822,124.4441376,120.9030736,133.5539231,126.3003781,36.34929863,35.81550034,36.08239948,51.58036503,52.61887848,53.13855985,52.44593445,85.19413071,-0.068479764,0.539535647
CHST1,2.76741105,2.412833516,2.945910139,2.708718235,3.014326492,3.074558868,3.927356475,3.338747278,0,0,0,0,0,0.074878807,0.024959602,2.567588693,0.301696464,14.60736512
CHST10,14.58666777,13.30351323,13.86155411,13.91724504,11.11846638,10.77610524,12.2927879,11.39578651,0,0,0,0,0,0,0,12.58923705,-0.288373131,0
CHST11,5.960062174,4.829117183,5.557151306,5.448776888,7.879520665,6.427476546,8.315917781,7.540971664,4.978591885,4.894020017,4.936305951,11.63559282,11.98887211,9.527382365,11.05061577,5.3102645,0.468817937,1.16262288
CHST12,6.91635045,7.238576692,7.875577068,7.343501403,5.979279911,6.472916551,6.342070813,6.264755758,4.227688099,4.137781429,4.182734764,4.573692364,4.868755084,4.630054919,4.690834122,5.699097095,-0.22920981,0.165397931
CHST13,0,0.088505595,0,0.029501865,0,0,0,0,0,0,0,0.09531318,0.085472954,0.072786051,0.084524062,0,-14.84856743,16.36709154
CHST14,60.5403611,60.20685941,65.81483249,62.187351,42.33141486,42.11528882,41.16694679,41.87121682,47.23451496,46.30371452,46.76911474,41.26908684,43.8539153,43.57477248,42.89925821,52.00619305,-0.570662308,-0.124603417
CHST15,0,0,0,0,0.02757944,0.053203399,0,0.026927613,27.50634686,27.96029334,27.7333201,27.86418429,29.25702452,27.49717957,28.20612946,0,14.7168523,0.024388368
CHST2,21.84648157,23.11809787,23.21149574,22.72535839,20.00067943,20.72485663,22.25879138,20.99477581,0.056206459,0,0.02810323,0.03721416,0.033372133,0,0.023528764,22.7074945,-0.114272659,-0.256300398
CHST3,33.25270295,33.00759647,31.96724739,32.7425156,39.23720146,26.74829775,35.31253985,33.76601302,29.55959784,29.12703499,29.34331642,29.69950484,28.58582258,27.83633068,28.70721937,24.58146414,0.044406671,-0.031618339
CHST4,0.144249616,0.118648564,0.108136459,0.123678213,0,0.087097559,0,0.02903252,0.675446224,0.374931517,0.525188871,0,0.057291538,0.097575305,0.051622281,0.077810464,-2.09081166,-3.346745345
CHST5,0,0,0,0,0.054411694,0,0.039159846,0.031190513,0.077524984,0,0.038762492,0,0,0,0,0.062515391,14.92886593,-15.24241092
CHST6,0,0,0.016741079,0.00558036,0,0.013483955,0,0.004494652,0.687166347,0.478869536,0.583017942,0.217594904,0.159651977,0.151060609,0.176102496,0,-0.312086393,-1.727119203
CHST7,27.83655233,30.85106289,29.50467156,29.39742892,22.34768377,25.64307772,29.26860595,25.75312248,6.356879329,5.683267298,6.020073313,5.884974681,4.809786068,5.119826141,5.271528963,17.96412111,-0.190942612,-0.191559558
CHST8,0,0,0,0,0,0,0,0,0.042191677,0.081970201,0.062080939,0,0,0.042665218,0.014221739,0,0,-2.125974269
CHST9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHSY1,56.62408965,54.29901879,58.76236431,56.56182425,58.6357653,46.01142981,54.9160618,53.1877523,14.16343075,13.53321385,13.8483223,21.30289895,20.72764535,21.07337644,21.03464025,48.52630302,-0.088734579,0.603055901
CHSY3,7.03914683,7.599187449,8.941385893,7.859906724,4.635937117,3.276210743,5.318519618,4.410222493,0,0,0,0,0.038829638,0,0.012943213,5.431854016,-0.833660607,13.6600196
CLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC10A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC11A,475.6834846,490.4228151,489.9992024,485.3685007,482.3431838,553.8610279,477.052066,504.4187593,4.295221856,3.661484463,3.978353159,3.250121044,3.747311201,3.722939608,3.573457284,528.874331,0.055541446,-0.154850766
CLEC12A,0,0,0,0,0,0.035763598,0,0.011921199,0,0,0,0,0,0,0,0.063900347,13.54136277,0
CLEC12B,0,0.043178759,0.039353178,0.027510646,0.049292514,0.063393342,0.070951191,0.061212349,0,0,0,0,0,0,0,0,1.15380385,0
CLEC14A,0,0.069844071,0.063655979,0.044500017,0,0,0,0,0,0,0,0,0,0,0,0,-15.44155068,0
CLEC16A,14.5727711,13.56954686,13.15743634,13.76658477,13.41108793,10.33006634,12.82102426,12.18739284,11.45453474,10.33288962,10.89371218,10.21576223,10.35019691,11.50043283,10.68879732,11.09078191,-0.175781151,-0.027396119
CLEC17A,0.086014796,0,0.064480833,0.05016521,0,0,0,0,0,0.055892103,0.027946052,0.07619092,0,0.058183309,0.04479141,0.09279541,-15.61442832,0.680558185
CLEC18A,0,0,0,0,0,0.018930243,0,0.006310081,0.083888598,0.020372399,0.052130498,0.027771218,0.049808181,0.063622595,0.047067331,0.033823474,12.62367143,-0.147398616
CLEC18B,0,0.100755017,0.045914128,0.048889715,0,0,0.082780151,0.027593384,0.573581283,0.437782947,0.505682115,0.651028746,0.729769879,0.787168518,0.722655715,0,-0.825185836,0.515076876
CLEC18C,0,0,0,0,0,0,0,0,0.052623211,0.051118319,0.051870765,0.0696834,0.062489218,0.106427662,0.079533427,0,0,0.616629998
CLEC19A,0,0,0,0,0,0,0,0,0,0,0,0.05010734,0.04493421,0.038264544,0.044435365,0,0,15.43945318
CLEC1A,0.182235197,0.149892561,0.227687133,0.186604964,0.057038702,0.220066317,0.041050492,0.106051837,0.040633953,0.078943848,0.059788901,0.053807283,0,0,0.017935761,0.131067294,-0.815211882,-1.736982429
CLEC1B,0,0,0,0,0,0.031670761,0,0.01055692,0.03508692,0,0.01754346,0,0,0,0,0,13.36603806,-14.09872794
CLEC2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC2B,4.451314583,3.421221003,3.99336303,3.955299539,6.166796152,6.785322479,6.361441246,6.437853292,35.82882661,35.23096658,35.52989659,22.62333119,22.02662011,23.79198864,22.81397998,5.904362983,0.702792604,-0.639115315
CLEC2D,1.355836498,1.388317815,1.07862893,1.274261081,2.624165641,1.537058465,1.888599941,2.016608016,1.258630425,1.222636749,1.240633587,1.078434998,1.120952549,1.44120984,1.213532462,3.044841884,0.662269367,-0.031864361
CLEC2L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC3A,0,0,0,0,0,0,0,0,2.269623179,2.287914534,2.278768857,0.113412224,0.355962025,0.34642965,0.271934633,0,0,-3.066918115
CLEC3B,2.961555579,1.432909582,1.567146843,1.987204001,0.163579771,0.210374105,0.117727609,0.163893828,0.46613212,0.679202863,0.572667492,0.308624939,0.1383811,0,0.149002013,1.503537573,-3.599898474,-1.942358723
CLEC4A,0,0,0,0,0,0,0,0,0,0.097647562,0.048823781,0,0,0.101650464,0.033883488,0,0,-0.5269886
CLEC4C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC4D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC4E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC4F,0,0,0,0,0,0,0,0,0.156083634,0,0.078041817,0,0,0,0,0,0,-16.25197823
CLEC4G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC4M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC5A,0,0,0,0,0,0.028150083,0,0.009383361,0,0,0,0,0,0,0,0.050296955,13.1960428,0
CLEC6A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC7A,0.091885973,0.075578286,0.06888215,0.078782136,0,0,0.031047496,0.010349165,3.380570355,3.254040927,3.317305641,1.139481578,1.204311887,1.864643125,1.402812197,0,-2.928233042,-1.241689469
CLEC9A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLECL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLGN,12.43531332,12.96263072,12.0449042,12.48094941,11.15632872,11.48563898,12.93817762,11.86004844,0,0,0,0,0,0,0,17.53325795,-0.073617774,0
CMAS,67.53755586,67.00662962,73.44124081,69.32847543,83.21208932,94.92062925,90.44344794,89.52538884,68.97883396,67.99797845,68.4884062,102.7485527,99.94537226,96.53147191,99.74179895,86.34304798,0.36884884,0.54233843
CNTFR,0,0,0,0,0.171251205,0,0,0.057083735,0,0,0,0,0.072435393,0,0.024145131,0,15.80081739,14.55950443
CNTN1,0,0.021134078,0,0.007044693,0,0.015514107,0.017363722,0.010959277,37.86413545,37.21541237,37.53977391,43.74404249,44.67731335,43.12086779,43.84740788,0,0.637470787,0.224071591
CNTN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNTN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025487227,0.008495742,0,0,13.05269412
CNTN4,0,0,0,0,0,0,0,0,0.042358223,0.096009396,0.06918381,0,0.01676657,0.014277878,0.010348149,0,0,-2.740943149
CNTN5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNTN6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG1,27.33465112,25.87820692,25.26816736,26.1603418,24.71494367,20.78923075,23.24328708,22.9158205,15.54818446,17.00913283,16.27865865,19.466386,21.05152087,20.2533723,20.25709306,22.41980385,-0.191037441,0.315445314
COG2,6.265349798,6.745731681,6.570253826,6.527111768,6.742393861,5.631998283,6.505639721,6.293343955,6.616216577,6.449881279,6.533048928,7.794627859,8.024408507,8.416664026,8.078566797,7.176958871,-0.052617942,0.306342883
COG3,20.86282005,22.73981776,21.56465866,21.72243216,20.37106529,14.16187348,20.88862725,18.47385534,20.05594269,18.73386987,19.39490628,22.61821687,20.15600308,22.40221799,21.72547931,17.95072909,-0.233700656,0.163710194
COG4,49.07048838,47.14365339,49.41934481,48.54449553,49.06008895,50.46582903,47.26802853,48.93131551,67.72076226,70.20108911,68.96092568,58.6792028,61.63091133,63.82837828,61.37949747,46.2997133,0.011450352,-0.168022304
COG5,21.16671027,22.49661275,21.73058155,21.79796819,20.85724192,16.143672,21.92476841,19.64189411,8.683961014,9.336799963,9.010380489,10.29093039,9.607737498,11.05752239,10.31873009,22.14852285,-0.150259601,0.195605477
COG6,20.51496145,21.10235673,21.63456501,21.08396106,15.4240628,12.96435973,17.85472036,15.41438096,11.13193674,11.38845169,11.26019421,13.21594015,12.66820444,13.23006487,13.03806982,13.49082283,-0.451868955,0.211498578
COG7,21.67465901,21.40076691,20.16924241,21.08155611,19.7694986,19.08201635,19.6496406,19.50038518,29.32363323,29.55072003,29.43717663,28.15092219,27.99086732,32.29121384,29.47766778,18.26670058,-0.112478735,0.001983079
COG8,12.27356087,12.62441426,12.72623155,12.54140223,14.04798923,13.18332624,13.09620884,13.4425081,12.16823821,11.50124446,11.83474133,13.27501501,13.38228822,13.77299664,13.47676662,11.62428793,0.100103671,0.187446214
COL4A3BP,7.450423479,8.013723406,8.417574992,7.960573959,7.743253825,6.222349419,8.326901425,7.43083489,8.5973788,8.903225649,8.750302225,8.536105049,7.35133381,8.442604034,8.110014297,6.892768147,-0.099348127,-0.109628376
COL9A2,0.228244146,0.337924728,0.41064673,0.325605202,0.171454254,0.110250598,0.061697419,0.114467424,3.053568842,2.284008206,2.668788524,1.496102757,1.559207485,1.976218087,1.677176109,0.049247362,-1.508178495,-0.670150486
COLEC10,0,0.094812281,0,0.031604094,0.108236914,0,0,0.036078971,0.154214369,0.074902112,0.114558241,0,0.091563542,0,0.030521181,0,0.191041112,-1.908163887
COLEC11,0,0,0,0,0,0.083680124,0,0.027893375,0.046353131,0.045027548,0.045690339,0,0,0.046873378,0.015624459,0,14.7676866,-1.548022124
COLEC12,103.252981,104.1267477,105.4786082,104.2861123,66.26886194,57.64078501,67.47259573,63.79408089,0,0.017041761,0.008520881,0.046461929,0,0.01774036,0.021400763,133.1220952,-0.709052564,1.328485906
COLGALT1,226.6405957,229.2971157,236.370786,230.7694991,216.3903319,203.358021,214.2220824,211.3234785,60.96817868,65.53002362,63.24910115,92.73943238,94.61765345,92.37239085,93.24315889,172.4135686,-0.126999492,0.559952896
COLGALT2,0.443891882,0.466530836,0.684012284,0.531478334,0.602055704,0.416921266,0.399966204,0.472981058,0,0.032048816,0.016024408,0,0.019588921,0,0.00652964,0.505488908,-0.168228137,-1.295064728
CPM,1.40511761,1.092700526,0.957585303,1.151801146,0.575731325,0.401064899,0.656056045,0.54428409,0,0,0,0,0,0,0,1.295391902,-1.081458496,0
CPO,0,0.130964854,0,0.043654951,0,0.192277408,0,0.064092469,0.106508683,0.103462802,0.104985743,0,0.252954699,0.10770409,0.120219596,0,0.553999017,0.195476921
CPTP,61.98294823,60.39831617,61.25754853,61.21293765,76.51706192,84.1724818,73.08599969,77.92518114,92.09300802,96.89801415,94.49551108,112.6761762,110.1965081,112.9949903,111.9558915,57.52531226,0.348252993,0.244612745
CRYBG1,99.83188605,96.12524897,97.22087397,97.726003,84.36657449,55.15795488,82.50005613,74.00819517,83.58689349,82.73990271,83.1633981,93.06511567,88.66014644,97.54143983,93.08890065,111.4452478,-0.401057448,0.162660449
CRYBG2,0,0,0.020929384,0.006976461,0.026215467,0.050572165,0.075468605,0.050752079,22.59760517,22.80402682,22.70081599,29.92363853,29.98344134,35.03225877,31.64644621,0.060239631,2.862721198,0.479299324
CRYBG3,18.56493482,18.54430701,18.77629476,18.6285122,17.61412428,9.007982784,16.45008773,14.35739826,17.37892508,17.09939353,17.2391593,14.27591548,13.08188241,14.92894582,14.09558124,13.64365078,-0.375718093,-0.290446433
CSGALNACT1,0,0.072189898,0.065793969,0.045994622,0.082411389,0.017664391,0.059311098,0.053128959,0.039139513,0.038020221,0.038579867,0.025914176,0.023238771,0,0.016384316,0,0.208029056,-1.235482086
CSGALNACT2,26.16570083,23.94149893,27.43014652,25.84578209,39.34948674,31.65989275,37.52701673,36.17879874,9.010377614,7.344222384,8.177299999,10.42291786,9.141870975,9.006776186,9.523855008,28.78513615,0.485215631,0.219921063
CSPG4,172.4847122,169.9682259,159.1044729,167.1858037,129.3198726,100.8229316,122.9804046,117.7077363,1.335842441,1.267463003,1.301652722,1.439815384,1.475619932,1.822056985,1.5791641,118.3929286,-0.506243201,0.278816311
CSPG5,0.044090956,0.108797418,0,0.050962791,0.082801487,0.079866028,0,0.054222505,0.029493586,0.171900862,0.100697224,0.11716579,0.140092639,0,0.085752809,0.047566681,0.089445773,-0.231765575
CTBS,12.03998889,11.38635508,13.64261665,12.35632021,13.12881484,11.08882846,12.71081529,12.3094862,5.363055259,5.227711909,5.295383584,6.757703089,6.280396007,6.718071719,6.585390272,15.50313214,-0.005478618,0.314533695
CTNS,19.20479022,19.05816131,20.89452258,19.71915804,28.99112058,29.65652669,29.32553854,29.32439527,10.30758313,11.04354273,10.67556293,15.05432128,16.11011752,14.67688516,15.28044132,22.36888246,0.57250338,0.517374024
CTSA,271.2635214,270.2481909,277.7980309,273.1032477,259.7436426,263.8038644,257.33454,260.2940157,141.324855,138.0309323,139.6778937,101.1269747,102.5413166,111.6026802,105.0903238,281.6536549,-0.069304327,-0.410473865
DAD1,678.2805292,690.762616,714.5751591,694.5394348,747.630412,774.0627961,745.7577774,755.8169952,321.6037601,326.9588438,324.2813019,409.6165305,433.1850782,425.935952,422.9125202,510.9655212,0.121980349,0.38311343
DAG1,101.7144403,99.809407,99.51276813,100.3455385,76.44843782,63.58073391,81.15765198,73.72894124,192.2141884,192.3185031,192.2663458,167.7566901,169.675457,180.5281413,172.6534295,62.39583198,-0.444673523,-0.155227264
DCN,66.05004316,64.7051196,71.71035596,67.48850624,45.61452543,42.45030769,46.53919824,44.86801046,0.380884403,0.33104553,0.355964967,0.039818311,0.083317335,0.030407312,0.051180986,102.213447,-0.588954598,-2.798031282
DDOST,445.490447,439.8624294,480.4436326,455.265503,400.3727621,405.7643699,411.2552904,405.7974741,183.2390888,191.7901478,187.5146183,200.5951519,188.0340287,187.1620403,191.930407,398.2558002,-0.16594826,0.033580222
DEGS1,205.2069515,207.2539909,210.8677083,207.7762169,205.1917983,210.1875702,211.0390266,208.8061317,26.93140874,29.64277149,28.28709012,44.06955522,44.50534254,36.91560898,41.83016891,193.4732272,0.007133552,0.564400032
DEGS2,0.043103697,0.141815055,0.193875645,0.126264799,0.121421169,0.234233147,0.174772514,0.176808943,3.25814975,3.473069725,3.365609738,0.992699788,1.095646147,1.428682937,1.172342958,0,0.485735493,-1.521472417
DGCR2,64.6020683,66.61150542,68.40796347,66.5405124,65.8202098,58.89348933,62.20134539,62.30501484,133.0421531,133.0536799,133.0479165,128.0157528,124.9478873,132.305107,128.4229157,58.2456507,-0.094884686,-0.051043259
DHDDS,32.64538168,33.07637221,31.84783949,32.52319779,33.20529044,30.94803831,33.91705904,32.69012926,14.28976909,16.27287204,15.28132056,17.36842549,19.12755196,18.47571666,18.32389804,25.42139872,0.007385966,0.261957203
DOLK,40.80286741,44.69786614,39.287709,41.59614752,45.05918287,44.93550614,44.81535197,44.93668032,71.90115826,75.41101649,73.65608738,99.20888963,101.4042134,94.88817939,98.50042747,39.34916097,0.11144363,0.419325217
DOLPP1,33.29610174,34.07508683,35.93265401,34.43461419,47.98182364,43.51582276,41.01071878,44.16945506,78.21185032,74.19538795,76.20361914,81.50463538,79.68511661,79.66865315,80.28613505,30.28802568,0.359189511,0.075291346
DPAGT1,42.43774528,44.9219868,42.00787075,43.12253428,61.27890312,58.53410441,54.59796236,58.13698997,33.41165291,34.58832007,33.99998649,41.98292855,44.57011489,44.76114667,43.7713967,42.59720566,0.431014403,0.364454237
DPEP1,0.070332887,0.057850387,0,0.042727758,0,0.042466822,0,0.014155607,0.188189986,0.137106168,0.162648077,0,0,0.190302148,0.063434049,0,-1.593731811,-1.358410548
DPEP2,0,0,0,0,0,0,0,0,0.036812178,0.107278325,0.072045252,0.097493013,0,0,0.032497671,0,0,-1.148542656
DPEP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPM1,129.5036483,126.7216798,134.0260032,130.0837771,132.2346615,145.3136906,139.8968783,139.1484101,129.4091091,138.2480758,133.8285924,160.4849685,141.8893532,150.4961654,150.956829,126.291862,0.097183371,0.173749642
DPM2,45.46786573,47.15223836,43.71158371,45.44389593,62.25194489,64.9606429,58.08953779,61.76737519,62.71991416,63.36173601,63.04082509,73.03910133,76.77280068,74.3131407,74.70834757,46.20180681,0.442758493,0.244983032
DPM3,84.79952549,98.76939781,109.7391217,97.76934835,115.369762,127.2568856,120.259131,120.9619262,90.67656135,88.88785385,89.7822076,100.0612168,91.20582607,104.6738303,98.64695772,80.13226778,0.307098873,0.135844987
DPY19L1,55.95962576,59.36988561,60.59193454,58.64048197,54.87739146,44.97081586,55.57481983,51.80767572,15.8756299,15.10283334,15.48923162,19.0125351,17.8777889,17.65089557,18.18040652,52.82873134,-0.178731098,0.231118868
DPY19L2,3.716369337,3.112885668,2.760410087,3.196555031,5.25042971,3.005637116,3.732628279,3.996231702,0,0,0,0.030201077,0,0.023063097,0.017754725,4.340379565,0.322122212,14.11599661
DPY19L3,12.08823423,11.55837422,11.73900456,11.79520434,10.32793606,6.770568882,10.47372774,9.190744228,1.098854264,1.229864753,1.164359509,1.407648626,1.347421943,1.799640338,1.518236969,8.495053534,-0.359946782,0.382860123
DPY19L4,26.70629225,25.8273117,26.45109326,26.3282324,25.22878708,18.09604971,25.94123572,23.08869084,15.71718012,16.05651052,15.88684532,16.60707945,14.22827643,15.18192989,15.33909526,25.34836139,-0.189424286,-0.05061928
DSE,26.05730686,25.87106194,26.21049624,26.04628835,22.68745658,17.13831557,22.59087495,20.80554903,10.76820934,10.76657861,10.76739397,11.20303063,11.05823103,11.46574656,11.24233608,16.41456183,-0.324109426,0.062272725
DSEL,0,0.016612791,0,0.005537597,0,0.024390241,0,0.00813008,0,0,0,0,0,0,0,0,0.553926491,0
EDEM1,46.23103075,45.45321503,48.77178338,46.81867639,65.52994017,49.77427037,65.77598989,60.36006681,13.62382859,14.28925705,13.95654282,20.68992732,19.3684396,21.19497919,20.41778203,50.92029343,0.366510247,0.548884508
EDEM2,112.049892,108.5005259,108.7386764,109.7630314,122.2620271,118.1698972,117.005538,119.1458208,53.14489134,56.05753701,54.60121418,53.7580739,58.72615532,60.25547131,57.57990018,102.2688589,0.118336115,0.076632253
EDEM3,38.67782478,37.16971864,39.88628687,38.57794343,42.15469988,28.19407926,44.80769515,38.38549143,13.29930964,13.25558151,13.27744558,16.86799019,15.22449214,16.41860801,16.17036345,35.20701133,-0.007215117,0.28437447
EFNA1,0.075817689,0,0,0.025272563,0.071191669,0.091557064,0,0.054249578,121.1108182,122.1305637,121.620691,78.23958255,76.3652203,84.5187379,79.70784692,0.163588915,1.102009431,-0.609595021
EFNA2,0,0,0,0,0,0,0,0,0.135689144,0.131808775,0.13374896,0,0,0.27442412,0.091474707,0,0,-0.548077896
EFNA3,1.51258077,2.073553023,2.267806785,1.951313526,2.177778882,3.653170022,2.930239568,2.920396157,21.92243288,20.44368598,21.18305943,22.77705404,21.78723069,21.69100569,22.08509681,2.393334102,0.581718241,0.060162183
